SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009,RBIRTH2001,RBIRTH2002,RBIRTH2003,RBIRTH2004,RBIRTH2005,RBIRTH2006,RBIRTH2007,RBIRTH2008,RBIRTH2009,RDEATH2001,RDEATH2002,RDEATH2003,RDEATH2004,RDEATH2005,RDEATH2006,RDEATH2007,RDEATH2008,RDEATH2009,RNATURALINC2001,RNATURALINC2002,RNATURALINC2003,RNATURALINC2004,RNATURALINC2005,RNATURALINC2006,RNATURALINC2007,RNATURALINC2008,RNATURALINC2009,RINTERNATIONALMIG2001,RINTERNATIONALMIG2002,RINTERNATIONALMIG2003,RINTERNATIONALMIG2004,RINTERNATIONALMIG2005,RINTERNATIONALMIG2006,RINTERNATIONALMIG2007,RINTERNATIONALMIG2008,RINTERNATIONALMIG2009,RDOMESTICMIG2001,RDOMESTICMIG2002,RDOMESTICMIG2003,RDOMESTICMIG2004,RDOMESTICMIG2005,RDOMESTICMIG2006,RDOMESTICMIG2007,RDOMESTICMIG2008,RDOMESTICMIG2009,RNETMIG2001,RNETMIG2002,RNETMIG2003,RNETMIG2004,RNETMIG2005,RNETMIG2006,RNETMIG2007,RNETMIG2008,RNETMIG2009
40,1,1,44,Rhode Island,1048319,1048315,1050736,1058051,1066034,1071504,1071414,1064989,1060196,1055009,1053502,1053209,2421,7315,7983,5470,-90,-6425,-4793,-5187,-1507,-293,3127,12429,12385,12682,13263,12373,12357,12529,12254,12363,2282,9855,9772,9912,9923,9989,9535,9760,9444,9517,845,2574,2613,2770,3340,2384,2822,2769,2810,2846,1022,3589,3325,2705,3206,3163,3630,3134,3147,3096,510,2177,3061,1548,-5682,-10940,-10502,-11151,-7498,-6172,1532,5766,6386,4253,-2476,-7777,-6872,-8017,-4351,-3076,44,-1025,-1016,-1553,-954,-1032,-743,61,34,-63,11.78781925,11.66149189,11.86598788,12.37844845,11.58302062,11.62910523,11.84660589,11.62336834,11.73677832,9.346605418,9.201138373,9.27422109,9.261203649,9.351231954,8.973336439,9.22841994,8.9579803,9.034936448,2.441213835,2.460353517,2.59176679,3.117244804,2.231788665,2.655768792,2.618185944,2.665388039,2.701841876,3.403852547,3.130759833,2.530949157,2.992181689,2.961051824,3.41617318,2.963306157,2.985044897,2.939178653,2.064694064,2.88218221,1.448395303,-5.303049393,-10.24151342,-9.883374859,-10.54365889,-7.112127942,-5.859370365,5.46854661,6.012942043,3.979344461,-2.310867705,-7.280461598,-6.467201679,-7.580352732,-4.127083046,-2.920191711
40,3,5,45,South Carolina,4012012,4011832,4023570,4062701,4103934,4146474,4201306,4256199,4339399,4424232,4503280,4561242,11738,39131,41233,42540,54832,54893,83200,84833,79048,57962,13199,56184,55228,54971,56063,56965,59320,63886,61154,60473,8515,37064,37122,37820,37763,38321,38382,39129,39734,42027,4684,19120,18106,17151,18300,18644,20938,24757,21420,18446,2416,7494,5917,1572,9720,7940,9250,6856,7439,7265,4527,14117,18936,25873,28986,30206,53843,52884,49720,31480,6943,21611,24853,27445,38706,38146,63093,59740,57159,38745,111,-1600,-1726,-2056,-2174,-1897,-831,336,469,771,13.8961457,13.52527694,13.32564402,13.43183457,13.47087587,13.80241375,14.57980145,13.7001216,13.34278851,9.167142679,9.091137292,9.168031448,9.047435366,9.062010605,8.930617742,8.929860237,8.901472213,9.272855204,4.729003023,4.434139643,4.157612569,4.384399206,4.408865262,4.871796005,5.649941217,4.798649389,4.069933307,1.853511959,1.449066843,0.381072063,2.328762857,1.877622301,2.15226445,1.564648261,1.666533744,1.602952698,3.491597054,4.637405737,6.271932249,6.94460084,7.143004941,12.52804052,12.06897004,11.13860166,6.945760626,5.345109013,6.08647258,6.653004312,9.273363697,9.020627242,14.68030497,13.6336183,12.80513541,8.548713324
40,2,4,46,South Dakota,754844,754835,755694,758983,762107,766975,774283,780084,788519,797035,804532,812383,859,3289,3124,4868,7308,5801,8435,8516,7497,7851,2619,10477,10450,10750,11262,11567,11550,12275,12039,12174,1596,6988,6959,6851,7067,7061,6926,7127,6782,6913,1023,3489,3491,3899,4195,4506,4624,5148,5257,5261,231,873,654,241,909,731,850,671,697,688,-360,-1584,-1372,395,1839,62,2206,2625,1392,1619,-129,-711,-718,636,2748,793,3056,3296,2089,2307,-35,511,351,333,365,502,755,72,151,283,13.83397252,13.74014687,14.06072402,14.61403607,14.88322899,14.72647955,15.48354708,15.03402605,15.05830548,9.227049727,9.150017422,8.960932115,9.170430908,9.085370443,8.83078765,8.98991772,8.469205472,8.550851467,4.606922796,4.590129447,5.099791901,5.443605159,5.79785855,5.895691899,6.493629356,6.564820579,6.50745401,1.152721009,0.85990967,0.315221813,1.179555921,0.94057581,1.083766893,0.846391861,0.870397554,0.8510033,-2.091535027,-1.803969522,0.516649859,2.386362309,0.07977524,2.812693843,3.311145505,1.738297555,2.002578985,-0.938814018,-0.944059852,0.831871672,3.56591823,1.02035105,3.896460736,4.157537366,2.608695109,2.853582285
40,3,6,47,Tennessee,5689283,5689276,5703243,5755443,5803306,5856522,5916762,5995748,6089453,6172862,6240456,6296254,13967,52200,47863,53216,60240,78986,93705,83409,67594,55798,19254,79221,77661,77684,79676,80351,82761,85716,86763,85502,12954,55475,55693,56332,57290,56842,56209,57223,57896,59640,6300,23746,21968,21352,22386,23509,26552,28493,28867,25862,2761,10607,9763,7382,10724,10455,11196,9538,9608,9474,4859,11673,11617,20809,23925,41944,55804,44867,28467,20605,7620,22280,21380,28191,34649,52399,67000,54405,38075,30079,47,6174,4515,3673,3205,3078,153,511,652,-143,13.82723988,13.43761336,13.32506792,13.53505105,13.49018805,13.69625545,13.9803944,13.97901834,13.64026128,9.682611078,9.636509972,9.662578213,9.732203861,9.543244875,9.302120834,9.333147942,9.328045894,9.51445794,4.1446288,3.801103389,3.662489704,3.802847192,3.946943172,4.394134611,4.647246462,4.650972448,4.125803341,1.851346655,1.689283157,1.266227941,1.821751688,1.755297582,1.852844649,1.555660575,1.548014802,1.511401317,2.037406383,2.010079118,3.569349394,4.064286566,7.042008779,9.23509671,7.317867793,4.586525537,3.287146309,3.888753039,3.699362275,4.835577334,5.886038254,8.797306361,11.08794136,8.873528367,6.134540338,4.798547625
40,3,7,48,Texas,20851820,20851818,20945963,21332847,21710788,22057801,22418319,22801920,23369024,23837701,24304290,24782302,94145,386884,377941,347013,360518,383601,567104,468677,466589,478012,85893,365068,368000,375679,380621,384022,391602,401415,407022,409295,35327,152908,155416,152305,155068,155202,155713,157356,161440,163758,50566,212160,212584,223374,225553,228820,235889,244059,245582,245537,33061,126597,114199,88034,102575,99134,103276,89396,88695,88116,10576,40517,45694,29694,31835,53210,232616,129966,131171,143423,43637,167114,159893,117728,134410,152344,335892,219362,219866,231539,-58,7610,5464,5911,555,2437,-4677,5256,1141,936,17.26954945,17.09892764,17.1666032,17.11574661,16.98451881,16.96313595,17.00668708,16.90923003,16.67644802,7.23331617,7.221323199,6.95955723,6.973090279,6.864271549,6.745064602,6.666677258,6.706826895,6.672208981,10.03623328,9.877604436,10.20704597,10.14265633,10.12024726,10.21807135,10.34000982,10.20240314,10.00423904,5.988673759,5.30619684,4.022702217,4.612587609,4.384496951,4.47363606,3.787426474,3.684725046,3.590226838,1.916657541,2.123147824,1.35686348,1.431554731,2.35337102,10.07629387,5.506249374,5.449338396,5.843673156,7.9053313,7.429344664,5.379565697,6.04414234,6.737867971,14.54992993,9.293675848,9.134063442,9.433899995
40,4,8,49,Utah,2233169,2233204,2244314,2291250,2334473,2379938,2438915,2499637,2583724,2663796,2727343,2784572,11110,46936,43223,45465,58977,60722,84087,80072,63547,57229,12347,47707,48209,49735,50741,50675,52668,54470,55841,57126,2983,12525,13003,13100,13538,13193,13423,13802,14127,14568,9364,35182,35206,36635,37203,37482,39245,40668,41714,42558,2505,9593,8511,6674,6963,6709,6967,6111,5971,5957,-808,-6414,-4304,-8194,-2491,9331,19202,21788,15849,8623,1697,3179,4207,-1520,4472,16040,26169,27899,21820,14580,49,8575,3810,10350,17302,7200,18673,11505,13,91,21.03685451,20.84387673,21.09913624,21.05936828,20.52220975,20.72172329,20.76028295,20.71584502,20.72818612,5.523017645,5.622040057,5.557428065,5.618764465,5.342861632,5.281151585,5.26038967,5.240822023,5.286003141,15.51383687,15.22183667,15.54170818,15.44060381,15.17934812,15.4405717,15.49989328,15.475023,15.44218298,4.230124412,3.679857181,2.831318695,2.889899318,2.716990729,2.741099835,2.329100223,2.215116323,2.161499225,-2.828314185,-1.860898286,-3.476150043,-1.033855982,3.778840437,7.554844128,8.304113181,5.879648067,3.128858119,1.401810227,1.818958896,-0.644831348,1.856043337,6.495831167,10.29594396,10.6332134,8.09476439,5.290357344
40,1,1,50,Vermont,608827,608821,609903,612153,614950,616559,618145,618814,619985,620460,621049,621760,1082,2250,2797,1609,1586,669,1171,475,589,711,1648,6537,6321,6514,6662,6505,6198,6587,6507,6407,1176,5162,5075,5118,5151,5137,4970,5188,5083,5206,472,1375,1246,1396,1511,1368,1228,1399,1424,1201,206,816,687,514,530,461,504,445,417,421,381,666,1475,540,51,-554,-156,-1316,-1236,-975,587,1482,2162,1054,581,-93,348,-871,-819,-554,23,-607,-611,-841,-506,-606,-405,-53,-16,64,10.69836407,10.30231366,10.57889143,10.79125037,10.51772937,10.00646594,10.6203822,10.48240488,10.31051433,8.448058027,8.27151429,8.311754116,8.343700191,8.305853306,8.023900568,8.364740073,8.188422315,8.377795784,2.250306042,2.030799371,2.267137309,2.447550182,2.211876061,1.982565372,2.255642128,2.293982565,1.932718543,1.335454349,1.119710407,0.834748264,0.858505358,0.745376363,0.813691325,0.717484451,0.671763153,0.677497508,1.089966417,2.404036173,0.876972885,0.082610893,-0.89574513,-0.251856839,-2.121819186,-1.991125316,-1.569026294,2.425420766,3.52374658,1.711721149,0.941116251,-0.150368767,0.561834487,-1.404334735,-1.319362163,-0.891528787
40,3,5,51,Virginia,7078515,7079048,7104533,7191304,7283541,7373694,7468914,7563887,7646996,7719749,7795424,7882590,25485,86771,92237,90153,95220,94973,83109,72753,75675,87166,24069,99003,98850,99940,103094,103663,106002,108730,107514,107039,13145,56498,56730,56839,58134,57813,57268,57900,58334,59505,10924,42505,42120,43101,44960,45850,48734,50830,49180,47534,8276,26916,19314,3932,31325,22379,28380,20740,22029,20928,6490,16469,30295,40908,20785,28559,7521,-584,2739,18238,14766,43385,49609,44840,52110,50938,35901,20156,24768,39166,-205,881,508,2212,-1850,-1815,-1526,1767,1727,466,13.8506056,13.65817734,13.63695131,13.89162875,13.79157484,13.9376524,14.15133784,13.85920737,13.65466315,7.90411922,7.838425904,7.75576021,7.833394239,7.691580564,7.529871869,7.535753343,7.519606775,7.590884917,5.946486379,5.819751438,5.881191098,6.05823451,6.099994273,6.407780535,6.615584498,6.339600596,6.063778231,3.765571754,2.668629612,0.536526842,4.220956317,2.977355983,3.731538794,2.699335481,2.839671849,2.669725898,2.304027389,4.185882474,5.581953213,2.800720736,3.799558046,0.988897226,-0.076008289,0.35307373,2.326570189,6.069599143,6.854512086,6.118480054,7.021677053,6.77691403,4.720436019,2.623327191,3.192745579,4.996296087
40,4,9,53,Washington,5894121,5894143,5911122,5987785,6056187,6113262,6184289,6261282,6372243,6464979,6566073,6664195,16979,76663,68402,57075,71027,76993,110961,92736,101094,98122,20673,80647,78952,79571,81796,81743,84846,88347,88170,87579,10502,44434,44739,45169,45789,46190,45537,46493,47432,47744,10171,36213,34213,34402,36007,35553,39309,41854,40738,39835,7172,25865,22669,15521,24236,22435,24135,20121,20332,19956,-491,16855,13707,10312,14691,23251,50501,31276,40243,38201,6681,42720,36376,25833,38927,45686,74636,51397,60575,58157,127,-2270,-2187,-3160,-3907,-4246,-2984,-515,-219,130,13.55536269,13.11062497,13.07717383,13.30281127,13.13607869,13.43188065,13.76419291,13.53229194,13.2391876,7.46858514,7.429276654,7.423343489,7.446848564,7.422720902,7.208914377,7.243467473,7.279842027,7.217389701,6.08677755,5.681348313,5.653830342,5.855962704,5.713357788,6.222966274,6.520725434,6.252449917,6.021797896,4.347458132,3.76437275,2.550813928,3.941597803,3.605298624,3.82078636,3.134790378,3.120546215,3.016718936,2.83303332,2.276159393,1.694735727,2.389256202,3.73642961,7.994759974,4.872705325,6.17647754,5.774788538,7.180491452,6.040532143,4.245549655,6.330854005,7.341728234,11.81554633,8.007495703,9.297023755,8.791507474
40,3,5,54,West Virginia,1808344,1808344,1806962,1798582,1799411,1802238,1803302,1803920,1807237,1811198,1814873,1819777,-1382,-8380,829,2827,1064,618,3317,3961,3675,4904,5101,20624,20599,20702,21154,20667,20925,21642,21115,20397,4891,21220,20839,20760,21514,21174,20569,20794,20883,20664,210,-596,-240,-58,-360,-507,356,848,232,-267,130,764,642,442,676,602,686,595,540,558,-1709,-6984,2010,4403,2438,2269,3508,2651,2922,4510,-1579,-6220,2652,4845,3114,2871,4194,3246,3462,5068,-13,-1564,-1583,-1960,-1690,-1746,-1233,-133,-19,103,11.44015993,11.45027242,11.49584538,11.73416465,11.45867928,11.5890835,11.96207753,11.64621432,11.22363914,11.77076192,11.58368012,11.52805285,11.93385734,11.73978203,11.39191677,11.49336661,11.51825213,11.37055838,-0.330601984,-0.133407708,-0.032207469,-0.199692695,-0.281102743,0.197166725,0.468710921,0.127962194,-0.146919236,0.423791805,0.356865619,0.245443129,0.374978505,0.333774855,0.379933634,0.32887146,0.297843037,0.307044695,-3.874033988,1.117289556,2.444991169,1.352363308,1.258031804,1.942867618,1.465274352,1.611661768,2.481669487,-3.450242183,1.474155175,2.690434298,1.727341813,1.591806659,2.322801252,1.794145812,1.909504806,2.788714182
40,2,3,55,Wisconsin,5363675,5363708,5374254,5408769,5446766,5476796,5511385,5541443,5571680,5601571,5627610,5654774,10546,34515,37997,30030,34589,30058,30237,29891,26039,27164,17334,68812,68520,69165,70752,70357,71017,73286,72837,72799,10725,47011,46607,46719,46500,46275,45900,47031,46593,46508,6609,21801,21913,22446,24252,24082,25117,26255,26244,26291,2318,9234,8630,7386,7203,7374,7739,6921,6744,6798,1538,1265,6340,727,1768,-2075,-4663,-3139,-6532,-5672,3856,10499,14970,8113,8971,5299,3076,3782,212,1126,81,2215,1114,-529,1366,677,2044,-146,-417,-253,12.76302573,12.62397477,12.66345172,12.87783665,12.73104042,12.78074579,13.11811576,12.97280719,12.9048967,8.719447227,8.586771633,8.553803237,8.46363925,8.373422621,8.260504271,8.418498788,8.298557125,8.244356866,4.043578503,4.037203141,4.109648483,4.4141974,4.357617797,4.52024152,4.699616969,4.674250063,4.660539829,1.712692257,1.589972305,1.352306143,1.311045022,1.334319144,1.392767812,1.238851611,1.201156166,1.205064462,0.234628082,1.168067718,0.133106765,0.321800305,-0.375469518,-0.839188048,-0.561877649,-1.163397402,-1.005461257,1.947320339,2.758040023,1.485412908,1.632845327,0.958849627,0.553579763,0.676973962,0.037758764,0.199603204
40,4,8,56,Wyoming,493782,493783,493958,492982,497069,499189,502988,506242,512841,523414,532981,544270,175,-976,4087,2120,3799,3254,6599,10573,9567,11289,1512,6198,6258,6670,6734,7112,7345,7854,7998,7952,960,4003,4129,4049,4137,4079,4173,4348,4162,4237,552,2195,2129,2621,2597,3033,3172,3506,3836,3715,125,435,239,-144,613,388,527,335,399,361,-501,-3171,2140,138,1037,315,3252,6678,5302,7192,-376,-2736,2379,-6,1650,703,3779,7013,5701,7553,-1,-435,-421,-495,-448,-482,-352,54,30,21,12.56003405,12.641773,13.39010578,13.43874386,14.09391318,14.41492008,15.15843108,15.14206334,14.76350451,8.111941962,8.340984454,8.128416535,8.25602663,8.083390308,8.189715656,8.391756855,7.879628359,7.866318992,4.448092083,4.300788545,5.261689241,5.182717225,6.010522874,6.225204424,6.766674226,7.262434979,6.897185521,0.881512554,0.482803411,-0.289081744,1.223336796,0.768903025,1.034263156,0.646559003,0.755399259,0.670224488,-6.425922548,4.323009623,0.277036671,2.06949471,0.624238281,6.382208319,12.88871948,10.03791196,13.35250559,-5.544409995,4.805813034,-0.012045073,3.292831506,1.393141306,7.416471475,13.53527848,10.79331121,14.02273008
